otu_id	lineage	cancer	control	adenoma
1650663	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Fournierella;s__Fournierella massiliensis	0.0002371244786862	3.787961804250312e-06	0.0003574351363024
1745713	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Bariatricus;s__Bariatricus massiliensis	3.908130246258189e-05	0.0002309434157912	6.881902967698279e-05
187326	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera micronuciformis	8.934872541283805e-05	8.285564641656801e-06	7.857774720467955e-05
135083	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas noxia	4.995453036123362e-06	9.03256307278324e-06	2.6641155672258764e-06
1602	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Companilactobacillus;s__Companilactobacillus alimentarius	1.1826513660182911e-06	0.0	0.0
2750	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Carnobacterium;s__Carnobacterium mobile	0.0	2.7862444805786164e-06	3.2862546669559507e-06
150056	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Mammaliicoccus;s__Mammaliicoccus fleurettii	0.0	0.0	2.528047079884302e-06
1099853	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Coprobacter;s__Coprobacter fastidiosus	0.0023264317538609	0.0009341143417964	0.0007926032128581
762211	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium stellenboschense	0.0	1.4759553561944652e-05	0.0
83771	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio dextrinosolvens	0.0003026550627038	0.0041788964463279	0.0009588760996618
68892	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus infantis	0.0004415449206115	0.0005086038717782	0.0009712456528784
1262807	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. CAG:440	0.0012057630939864	0.0004153046034562	0.000148642782509
197	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter jejuni	7.298848946358604e-06	0.0	0.0
134533	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Moraxellales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter parvus	0.0	1.86497982767326e-06	0.0
294	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas fluorescens	0.0	5.24090347110258e-06	4.76972945461791e-06
1776382	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Neglectibacter;s__Neglectibacter timonensis	0.0001175893749357	0.0001032789015513	2.743883062146372e-05
52022	k__Bacteria;p__Deinococcus-Thermus;c__Deinococci;o__Thermales;f__Thermaceae;g__Meiothermus;s__Meiothermus silvanus	2.944024039984961e-06	5.547353997954036e-06	0.0
81947	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Vagococcus;s__Vagococcus lutrae	0.0	0.0	1.363654955772899e-06
181487	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Schaalia;s__Schaalia cardiffensis	0.0002156724088242	3.311205536711742e-05	8.299431073126904e-06
264463	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Anaerosporobacter;s__Anaerosporobacter mobilis	5.843269860166154e-05	0.0	9.893593003448492e-06
1777878	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp. DD10	1.1012344277463178e-06	1.005620495280001e-05	0.0
328814	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes shahii	0.0048730433786102	0.0030129346962521	0.002631349606964
1739491	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp. HMSC067H01	0.0003650890041362	0.0002689646498002	0.00046679889443
328515	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Nonlabens;s__Nonlabens dokdonensis	0.0	1.877286530781218e-06	0.0
1378168	k__Bacteria;p__Firmicutes;s__Firmicutes bacterium ASF500	4.12686379036898e-05	1.1765538238540778e-05	2.3909636263312932e-05
187101	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia vaginalis	0.0	1.1860917140579256e-06	0.0
1262748	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp. CAG:709	0.0004457437251516	0.0001327807165853	9.057002082515492e-05
1262687	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Acidaminococcus;s__Acidaminococcus sp. CAG:542	8.139614190692952e-07	0.0001628567414849	0.0001732768367221
1987385	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus sp. 6C8_DIV0013	0.0	4.043628823972495e-06	0.0
61015	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus succinus	0.0	6.980079898173213e-07	0.0
69966	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Macrococcus;s__Macrococcus caseolyticus	0.0	4.396193374445378e-06	0.0
1262927	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella sp. CAG:485	0.0006942722065593	0.0001061402665142	0.0
321661	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas vranovensis	0.0	6.622353710745901e-07	0.0
1870991	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Massilioclostridium;s__Massilioclostridium coli	0.0009748221875604	0.0007718504154566	0.0010822727792933
712117	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. oral taxon 170	1.274799140042756e-05	0.0001431756588314	5.244387274733732e-05
652706	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium sp. oral taxon 078	3.4484839608760154e-06	2.328684689644243e-06	0.0
1478	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Peribacillus;s__Peribacillus simplex	0.0	2.0802711759273824e-06	0.0
1903263	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Traorella;s__Traorella massiliensis	0.0001716759978508	4.641335941015023e-05	0.0001550734153849
712710	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella serpentiformis	2.727705024228085e-06	0.0	0.0
1019	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga sputigena	5.345885846918764e-07	1.214518651555594e-06	0.0
587	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Morganellaceae;g__Providencia;s__Providencia rettgeri	0.0	0.0	4.397261467480812e-06
293371	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Paucilactobacillus;s__Paucilactobacillus oligofermentans	0.0	1.3309481176357205e-06	0.0
1432052	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella tayi	0.0010151372033721	0.0006618723576384	0.0004849815690702
376805	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola salanitronis	0.0017550336906365	9.000196682183827e-05	4.049158872115887e-05
1519438	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium sp. ER2	4.793892826943636e-05	0.0001526536679188	9.6174369746933e-07
1314	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pyogenes	9.515535681848908e-06	0.0	0.0
913333	k__Archaea;p__Thaumarchaeota;s__Thaumarchaeota archaeon SCGC AAA007-O23	0.0	9.6349137820918e-07	0.0
712288	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium sp. oral taxon 370	0.0004195217410464	0.0	3.4190682872017026e-05
1871336	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Peptostreptococcaceae;g__Criibacterium;s__Criibacterium bergeronii	7.330054955141313e-05	0.0	0.0
936548	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp. ICM47	0.0004361314257358	0.0007504306240812	0.0006790848496535
1550024	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruthenibacterium;s__Ruthenibacterium lactatiformans	0.004706618775846	0.0019134572842369	0.0018549579942694
1262975	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella sp. CAG:351	0.0002125483077311	0.0002835617116509	0.0001650496983306
1816676	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes provencensis	0.0001767298212982	0.0001371041305402	5.168994424045706e-05
1881068	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingomonas;s__Sphingomonas sp. OV641	0.0	9.743903274098796e-07	0.0
1504	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium septicum	1.133547697633593e-05	0.0	0.0
56774	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriales Family XIII. Incertae Sedis;s__[Eubacterium] infirmum	6.738171432218654e-05	1.8373304960458933e-05	7.727109708734335e-05
1262791	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. CAG:288	0.0001850414046684	0.0004179948599985	0.0002875288631516
190146	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Actinotignum;s__Actinotignum urinale	2.431625763897301e-07	0.0	0.0
1262839	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. CAG:780	0.001095716190702	0.0021014615027859	0.0005999149811693
1230476	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Bradyrhizobiaceae;g__Bradyrhizobium;s__Bradyrhizobium sp. DFCI-1	1.6344193234445132e-06	3.222243775449459e-07	5.544543064944267e-06
1263026	k__Bacteria;p__Firmicutes;s__Firmicutes bacterium CAG:475	0.0008748172297979	0.0007595674809474	0.0011054122324801
43675	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Micrococcales;f__Micrococcaceae;g__Rothia;s__Rothia mucilaginosa	0.0004777749672271	0.0005317745641486	0.0005096160049048
77635	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium subtile	0.0	1.3234636710857053e-06	0.0
76517	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter hominis	1.5931978923914746e-05	2.565128044221761e-05	5.119828018749722e-05
281920	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas uenonis	0.0012991927824923	2.9355938673687135e-05	7.405702481203202e-06
1579	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus acidophilus	9.887372928909138e-05	2.3972969092378373e-05	1.761276492880716e-05
762212	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Bifidobacteriales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium biavatii	1.3645697526413273e-05	1.276782115431092e-05	0.0
1263028	k__Bacteria;p__Firmicutes;s__Firmicutes bacterium CAG:536	0.0001431080028675	0.0004111885330113	0.0002933289170592
1262856	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Coprobacillaceae;g__Coprobacillus;s__Coprobacillus sp. CAG:698	4.997942627057044e-07	0.0	0.0
28125	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella bivia	0.0005076297652009	2.6107241871905563e-05	1.812572399527957e-05
626937	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Christensenellaceae;g__Christensenella;s__Christensenella minuta	0.0006293875911009	0.0003426905581744	0.0001866324374923
850	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__Fusobacterium mortiferum	0.0006304658866727	4.60890996343793e-06	0.0003702327588248
1501329	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Oribacterium;s__Oribacterium parvum	3.4961935419169816e-05	1.3001947955038954e-05	2.681011983080796e-05
1852372	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__Varibaculum massiliense	2.206650357048564e-05	1.7580925811218075e-05	0.0
1613	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus fermentum	8.357439659337989e-05	7.005068319311202e-05	0.0001851433254561
376427	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Halomonadaceae;g__Halomonas;s__Halomonas gudaonensis	0.0	5.811688993631248e-07	0.0
33029	k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Anaerococcus;s__Anaerococcus hydrogenalis	7.581534210368508e-05	0.0	0.0
1720204	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella ihumii	4.5045704320177335e-05	5.872182121778211e-06	1.1354815904386002e-05
1262883	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium sp. CAG:192	0.0002461224412093	0.0004236423637715	0.0006028459819882
61647	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Pluralibacter;s__Pluralibacter gergoviae	0.0	4.523139174284194e-07	0.0
1583	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Weissella;s__Weissella confusa	3.4232709066990345e-05	1.68595894123755e-05	1.3611411690543022e-05
1309	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus mutans	0.0001329092483681	0.0004651490880668	0.0002379693904723
1245	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Leuconostoc;s__Leuconostoc mesenteroides	0.0002686392445713	0.000320347240923	0.0004054876081574
1262775	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. CAG:138	0.0197909197534422	0.006942815203196	0.0050769655387962
1743146	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. FJAT-27986	0.0	1.3155629249116725e-06	0.0
556499	k__Bacteria;p__Actinobacteria;c__Actinomycetia;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium acidifaciens	0.0001515566335959	0.0001213312363116	8.837139366890276e-05
1640685	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus massiliensis	0.0	2.9780873376267e-06	0.0
199	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter concisus	0.000159350836371	3.104212242673593e-05	6.236532841521786e-05
1318	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus parasanguinis	0.0023913124156069	0.0022547072945184	0.0033012340150145
1366	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus raffinolactis	0.0001376549907842	0.0002665957937265	0.0003311373350372
1588754	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;s__Veillonellaceae bacterium DNF00626	8.613378734669115e-07	0.0	0.0
28123	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas asaccharolytica	0.0004412644057929	4.1323196797426456e-05	2.445969210532597e-06
214856	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes finegoldii	0.0042707896341138	0.0028615155539318	0.0021548099739081
61646	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Lelliottia;s__Lelliottia amnigena	1.1229068532646789e-05	4.699828526213328e-06	1.4036482645394609e-05
1777879	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sp. DD11	1.102800165877817e-06	0.0	0.0
360807	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Roseburia;s__Roseburia inulinivorans	0.0123253509001497	0.008184497010339	0.0124253485290499
40091	k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Helcococcus;s__Helcococcus kunzii	3.780628219938885e-07	0.0	0.0
1897044	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;s__Clostridiales bacterium 41_21_two_genomes	0.0011895397841471	0.0023148774617933	0.0035154010494847
69823	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas sputigena	6.926380599337116e-05	1.184964156623018e-05	9.541882123000909e-06
44742	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__Desulfovibrio fairfieldensis	0.0001299513623675	2.8427276127915703e-05	2.264412556721432e-07
1293	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus gallinarum	0.0	9.64876595463851e-07	0.0
1111454	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Megasphaera;s__Megasphaera vaginalis	7.08377192058505e-06	6.429570182911462e-05	0.0
1780380	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;s__Eubacteriaceae bacterium CHKCI004	4.043384696946631e-05	7.87666495357118e-07	0.0
454155	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Paraprevotella;s__Paraprevotella xylaniphila	0.0010082699218594	0.0009730735219271	0.0005529322179874
562	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	0.0099265816094617	0.0077094082362792	0.0030403243254762
1736	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__Eubacterium;s__Eubacterium limosum	0.000259959089136	5.946826664718786e-05	8.526804750262791e-05
29360	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Cellulosilyticum;s__Cellulosilyticum lentocellum	1.51054086038823e-06	1.0427509550846796e-06	0.0
1263547	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter ruminantium	1.087129121910754e-05	1.0270211882106902e-06	0.0
765821	k__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Blautia;s__uncultured Blautia sp.	0.0017062409419437	0.0016655674180825	0.0023545347763253
1034346	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Dielma;s__Dielma fastidiosa	0.0007273170959999	0.0003795393685494	0.0002089784696346
195	k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter;s__Campylobacter coli	2.062788200623036e-05	0.0	0.0
1262876	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella sp. CAG:298	0.0002782226196383	0.0003881183721864	0.0002756829382688
